t,fsm,x,y,z,yaw,vx,vy,vz,front,back,left,right,up,down,az,default_direction,orientation,direction
177,FSM.CROSS,1.5283203125,0.30517578125,0.309326171875,-9.59375,0.253662109375,0.265625,-0.0218048095703125,32766,32766,32766,2678,32766,313.0,0.0020694732666015625,LEFT,DEVANT,LEFT
178,FSM.CROSS,1.5419921875,0.32080078125,0.309814453125,-9.3046875,0.25830078125,0.27001953125,-0.016387939453125,32766,32766,32766,2678,32766,313.0,0.010589599609375,LEFT,DEVANT,LEFT
179,FSM.CROSS,1.5517578125,0.33251953125,0.3125,-8.8046875,0.2447509765625,0.257568359375,0.011871337890625,32766,32766,32766,2720,32766,316.0,0.0117950439453125,LEFT,DEVANT,LEFT
180,FSM.CROSS,1.572265625,0.357177734375,0.315673828125,-7.5078125,0.20166015625,0.226318359375,0.0056610107421875,32766,32766,32766,2753,32766,310.0,0.0022487640380859375,LEFT,DEVANT,LEFT
181,FSM.CROSS,1.607421875,0.396728515625,0.314453125,-4.08203125,0.10565185546875,0.133056640625,0.001171112060546875,32766,32766,32766,2775,32766,314.0,0.00032782554626464844,LEFT,DEVANT,LEFT
182,FSM.CROSS,1.6123046875,0.401123046875,0.31396484375,-3.283203125,0.0810546875,0.10333251953125,-0.0019073486328125,32766,32766,32766,2775,32766,314.0,-0.0206451416015625,LEFT,DEVANT,LEFT
183,FSM.CROSS,1.623046875,0.406005859375,0.31494140625,-1.15625,0.08563232421875,0.09326171875,0.005664825439453125,32766,32766,32766,2761,32766,317.0,0.0114593505859375,LEFT,DEVANT,LEFT
184,FSM.CROSS,1.62890625,0.41162109375,0.31640625,0.069580078125,0.110107421875,0.1165771484375,0.00853729248046875,32766,32766,32766,2794,32766,317.0,0.0006670951843261719,RIGHT,DEVANT,LEFT
185,FSM.CROSS,1.6376953125,0.416259765625,0.316650390625,1.4521484375,0.141845703125,0.138427734375,0.0061798095703125,32766,32766,2507,2794,32766,317.0,-0.004566192626953125,RIGHT,DEVANT,LEFT
186,FSM.CROSS,1.646484375,0.423828125,0.3154296875,2.861328125,0.1671142578125,0.1680908203125,-0.0132598876953125,32766,32766,2507,2799,32766,313.0,-0.0093231201171875,RIGHT,DEVANT,LEFT
187,FSM.CROSS,1.6591796875,0.4306640625,0.313232421875,4.23828125,0.2012939453125,0.1934814453125,-0.016021728515625,1617,32766,32766,2799,32766,313.0,-0.00038743019104003906,RIGHT,DEVANT,LEFT
188,FSM.CROSS,1.6669921875,0.43603515625,0.31201171875,5.49609375,0.209716796875,0.2064208984375,-0.017364501953125,1617,32766,32766,2823,32766,312.0,-0.001987457275390625,RIGHT,DEVANT,LEFT
189,FSM.CROSS,1.677734375,0.447998046875,0.311279296875,6.52734375,0.213134765625,0.2257080078125,-0.01708984375,1593,32766,32766,2823,32766,312.0,0.011199951171875,RIGHT,DEVANT,LEFT
190,FSM.CROSS,1.6962890625,0.472412109375,0.309326171875,8.0,0.198974609375,0.2442626953125,-0.0136260986328125,1580,32766,32766,2836,32766,309.0,0.01021575927734375,RIGHT,DEVANT,LEFT
191,FSM.CROSS,1.7021484375,0.4853515625,0.30859375,8.3984375,0.1878662109375,0.2423095703125,-0.00952911376953125,1580,32766,32766,2858,32766,305.0,0.00966644287109375,RIGHT,DEVANT,LEFT
192,FSM.CROSS,1.7119140625,0.495849609375,0.30615234375,8.5234375,0.1689453125,0.228515625,-0.0125274658203125,1554,32766,32766,2858,32766,305.0,0.00385284423828125,RIGHT,DEVANT,LEFT
193,FSM.CROSS,1.7177734375,0.50830078125,0.30908203125,8.40625,0.149658203125,0.2215576171875,0.0070343017578125,1554,32766,32766,32766,32766,318.0,0.00496673583984375,RIGHT,DEVANT,LEFT
194,FSM.CROSS,1.72265625,0.5185546875,0.31396484375,8.0234375,0.1260986328125,0.1981201171875,0.02545166015625,1538,32766,32766,32766,32766,318.0,-0.0130767822265625,RIGHT,DEVANT,LEFT
195,FSM.CROSS,1.7314453125,0.52880859375,0.31689453125,7.55859375,0.12188720703125,0.181396484375,0.0138397216796875,1538,32766,32766,32766,32766,311.0,-0.01280975341796875,RIGHT,DEVANT,LEFT
196,FSM.CROSS,1.73828125,0.537109375,0.31494140625,6.828125,0.1224365234375,0.1759033203125,0.01126861572265625,1514,32766,32766,32766,32766,311.0,-0.0055999755859375,RIGHT,DEVANT,LEFT
197,FSM.CROSS,1.744140625,0.54833984375,0.31640625,5.765625,0.1429443359375,0.195556640625,0.015289306640625,1514,32766,32766,32766,32766,319.0,0.006328582763671875,RIGHT,DEVANT,LEFT
198,FSM.CROSS,1.7626953125,0.56884765625,0.31689453125,3.29296875,0.2012939453125,0.233642578125,0.00588226318359375,1503,32766,32766,32766,32766,308.0,-0.00710296630859375,RIGHT,DEVANT,LEFT
199,FSM.CROSS,1.76953125,0.58056640625,0.312255859375,1.9736328125,0.2196044921875,0.25341796875,-0.0140838623046875,1476,796,32766,32766,32766,308.0,-0.004253387451171875,RIGHT,DEVANT,LEFT
200,FSM.CROSS,1.7890625,0.60693359375,0.3095703125,0.5166015625,0.242919921875,0.276123046875,-0.0023555755615234375,1451,791,32766,32766,32766,312.0,0.0226593017578125,RIGHT,DEVANT,LEFT
201,FSM.SEARCH,1.8486328125,0.66650390625,0.302490234375,-4.0625,0.204833984375,0.1868896484375,0.0092315673828125,1388,821,32766,32766,32766,308.0,0.01329803466796875,LEFT,DEVANT,LEFT
202,FSM.SEARCH,1.85546875,0.67626953125,0.30517578125,-4.20703125,0.18115234375,0.1646728515625,0.01611328125,1367,846,32766,32766,32766,308.0,0.003498077392578125,LEFT,DEVANT,LEFT
203,FSM.SEARCH,1.87890625,0.6904296875,0.310791015625,-2.537109375,0.1578369140625,0.11328125,0.0224761962890625,1340,867,32766,32766,32766,311.0,-0.024078369140625,LEFT,DEVANT,LEFT
204,FSM.SEARCH,1.892578125,0.6962890625,0.314208984375,-1.189453125,0.1629638671875,0.10302734375,0.027496337890625,1340,867,32766,634,32766,316.0,-0.002162933349609375,LEFT,DEVANT,LEFT
205,FSM.SEARCH,1.8994140625,0.70166015625,0.315673828125,0.174560546875,0.17041015625,0.1148681640625,0.027191162109375,1327,891,32766,634,245,316.0,-0.0033626556396484375,RIGHT,DEVANT,LEFT
206,FSM.SEARCH,1.919921875,0.71533203125,0.3193359375,3.060546875,0.21630859375,0.1627197265625,0.014923095703125,1308,916,32766,631,128,319.0,-0.01611328125,RIGHT,DEVANT,LEFT
207,FSM.SEARCH,1.935546875,0.7255859375,0.32080078125,4.3828125,0.2451171875,0.191650390625,0.0034847259521484375,1308,916,32766,648,128,319.0,-0.0219573974609375,RIGHT,DEVANT,LEFT
208,FSM.SEARCH,1.9482421875,0.73388671875,0.31982421875,5.546875,0.261474609375,0.214111328125,-0.00428009033203125,1301,942,32766,648,107,319.0,-0.01097869873046875,RIGHT,DEVANT,LEFT
209,FSM.SEARCH,1.9677734375,0.7568359375,0.318603515625,7.88671875,0.262939453125,0.25244140625,-0.0092315673828125,1277,968,32766,667,114,321.0,0.00928497314453125,RIGHT,DEVANT,LEFT
210,FSM.SEARCH,1.9853515625,0.76953125,0.318359375,9.203125,0.27001953125,0.2626953125,-0.004669189453125,1277,968,32766,718,114,316.0,0.00679779052734375,RIGHT,DEVANT,LEFT
211,FSM.SEARCH,1.994140625,0.78125,0.31689453125,10.109375,0.255615234375,0.26171875,-0.00417327880859375,1279,1002,32766,718,118,316.0,0.0200347900390625,RIGHT,DEVANT,LEFT
212,FSM.SEARCH,2.015625,0.80078125,0.311767578125,11.203125,0.2164306640625,0.2425537109375,-0.01363372802734375,32766,1026,32766,832,124,311.0,0.00567626953125,RIGHT,DEVANT,LEFT
213,FSM.SEARCH,2.025390625,0.8115234375,0.312255859375,11.2734375,0.1947021484375,0.2291259765625,-0.00739288330078125,32766,1026,32766,1964,124,314.0,-0.0021228790283203125,RIGHT,DEVANT,LEFT
214,FSM.SEARCH,2.037109375,0.82470703125,0.312255859375,11.09375,0.1624755859375,0.205322265625,-0.003704071044921875,32766,1062,32766,1964,164,314.0,0.0010251998901367188,RIGHT,DEVANT,LEFT
215,FSM.SEARCH,2.048828125,0.84375,0.310546875,9.8046875,0.1214599609375,0.177490234375,-0.0072784423828125,32766,1077,32766,32766,32766,309.0,-0.000843048095703125,RIGHT,DEVANT,LEFT
216,FSM.SEARCH,2.056640625,0.85302734375,0.312255859375,8.75,0.1329345703125,0.1942138671875,-0.0031185150146484375,32766,1077,32766,2235,32766,311.0,0.000514984130859375,RIGHT,DEVANT,LEFT
217,FSM.SEARCH,2.06640625,0.865234375,0.3115234375,7.3515625,0.16064453125,0.20654296875,-0.0033111572265625,32766,1091,32766,2235,32766,311.0,-0.0011510848999023438,RIGHT,DEVANT,LEFT
218,FSM.SEARCH,2.083984375,0.88720703125,0.312744140625,5.08984375,0.1995849609375,0.234375,-0.00353240966796875,32766,1111,32766,32766,32766,315.0,-0.013031005859375,RIGHT,DEVANT,LEFT
219,FSM.SEARCH,2.09375,0.89990234375,0.31396484375,4.11328125,0.2191162109375,0.2437744140625,-0.0029773712158203125,32766,1111,32766,32766,32766,311.0,-0.003173828125,RIGHT,DEVANT,LEFT
220,FSM.SEARCH,2.115234375,0.92041015625,0.307373046875,3.01171875,0.23193359375,0.23291015625,-0.039215087890625,32766,1133,32766,32766,32766,303.0,0.00267791748046875,RIGHT,DEVANT,LEFT
221,FSM.SEARCH,2.154296875,0.9619140625,0.29931640625,0.035736083984375,0.0657958984375,0.06787109375,-0.0187835693359375,32766,32766,32766,32766,32766,312.0,-0.00870513916015625,RIGHT,DEVANT,LEFT
222,FSM.SEARCH,2.158203125,0.966796875,0.2998046875,-0.90087890625,-0.049713134765625,-0.053680419921875,-0.0207977294921875,32766,32766,32766,32766,32766,306.0,-0.005657196044921875,LEFT,DEVANT,LEFT
223,FSM.SEARCH,2.154296875,0.96533203125,0.299560546875,-1.2734375,-0.1080322265625,-0.1092529296875,-0.0189056396484375,32766,32766,32766,32766,191,306.0,-0.0017242431640625,LEFT,DEVANT,LEFT
224,FSM.SEARCH,2.1484375,0.96142578125,0.298095703125,-1.669921875,-0.1495361328125,-0.1549072265625,-0.02593994140625,32766,32766,32766,32766,191,297.0,0.006282806396484375,LEFT,DEVANT,LEFT
225,FSM.SEARCH,2.150390625,0.95849609375,0.2958984375,-2.11328125,-0.1767578125,-0.1876220703125,-0.01806640625,32766,32766,32766,32766,144,297.0,0.0160675048828125,LEFT,DEVANT,LEFT
226,FSM.SEARCH,2.142578125,0.94775390625,0.29150390625,-2.8671875,-0.1881103515625,-0.2138671875,-0.0149383544921875,32766,32766,32766,32766,144,296.0,0.023101806640625,LEFT,DEVANT,LEFT
227,FSM.SEARCH,2.13671875,0.93896484375,0.292724609375,-3.40234375,-0.19482421875,-0.22607421875,-0.0005502700805664062,1099,32766,32766,32766,121,296.0,0.031768798828125,LEFT,DEVANT,LEFT
228,FSM.SEARCH,2.1171875,0.9228515625,0.2919921875,-4.73046875,-0.205810546875,-0.2174072265625,0.0237274169921875,1104,32766,32766,32766,116,292.0,0.0258026123046875,LEFT,DEVANT,LEFT
229,FSM.SEARCH,2.11328125,0.9169921875,0.294189453125,-5.40234375,-0.1944580078125,-0.2066650390625,0.051666259765625,1104,32766,32766,32766,116,300.0,0.0007452964782714844,LEFT,DEVANT,LEFT
230,FSM.SEARCH,2.103515625,0.904296875,0.299560546875,-6.4921875,-0.18701171875,-0.1954345703125,0.058135986328125,1107,32766,32766,32766,112,300.0,0.0101470947265625,LEFT,DEVANT,LEFT
231,FSM.SEARCH,2.091796875,0.89013671875,0.307373046875,-8.03125,-0.1458740234375,-0.158447265625,0.06597900390625,1117,32766,32766,32766,120,306.0,-0.0029239654541015625,LEFT,DEVANT,LEFT
232,FSM.SEARCH,2.08984375,0.88623046875,0.30908203125,-8.3046875,-0.12091064453125,-0.1417236328125,0.056793212890625,1117,32766,32766,926,120,311.0,-0.0234527587890625,LEFT,DEVANT,LEFT
233,FSM.SEARCH,2.0859375,0.88232421875,0.31201171875,-8.3828125,-0.08837890625,-0.11212158203125,0.0452880859375,1124,32766,32766,926,102,311.0,-0.017913818359375,LEFT,DEVANT,LEFT
234,FSM.SEARCH,2.083984375,0.87939453125,0.315673828125,-8.359375,-0.0328369140625,-0.062408447265625,0.04180908203125,1124,32766,32766,902,102,323.0,-0.0112152099609375,LEFT,DEVANT,LEFT
235,FSM.SEARCH,2.087890625,0.88134765625,0.3193359375,-7.47265625,0.084716796875,0.047607421875,0.006702423095703125,1133,32766,32766,967,115,320.0,-0.041107177734375,LEFT,DEVANT,LEFT
236,FSM.SEARCH,2.09765625,0.8876953125,0.3193359375,-7.04296875,0.14208984375,0.1031494140625,-0.0108795166015625,1130,32766,32766,967,120,320.0,-0.009521484375,LEFT,DEVANT,LEFT
237,FSM.SEARCH,2.103515625,0.89404296875,0.317138671875,-6.33203125,0.1798095703125,0.152587890625,-0.0260162353515625,1130,32766,32766,970,120,316.0,-0.01029205322265625,LEFT,DEVANT,LEFT
238,FSM.SEARCH,2.11328125,0.90380859375,0.314208984375,-5.36328125,0.2039794921875,0.19677734375,-0.036041259765625,1121,32766,32766,970,164,316.0,-0.00537109375,LEFT,DEVANT,LEFT
239,FSM.SEARCH,2.134765625,0.927734375,0.306396484375,-3.171875,0.2222900390625,0.245849609375,-0.043212890625,1108,32766,32766,977,195,307.0,0.027313232421875,LEFT,DEVANT,LEFT
240,FSM.SEARCH,2.1484375,0.9482421875,0.299560546875,-1.806640625,0.18359375,0.242919921875,-0.029144287109375,1099,32766,32766,32766,32766,299.0,0.0159149169921875,LEFT,DEVANT,LEFT
241,FSM.SEARCH,2.173828125,0.9931640625,0.30126953125,0.475341796875,0.08575439453125,0.161865234375,0.012481689453125,32766,32766,32766,2183,171,299.0,0.0024547576904296875,RIGHT,DEVANT,LEFT
242,FSM.SEARCH,2.177734375,1.0,0.302490234375,1.0029296875,0.0758056640625,0.134033203125,0.021942138671875,32766,32766,32766,32766,171,305.0,-0.0014324188232421875,RIGHT,DEVANT,LEFT
243,FSM.SEARCH,2.18359375,1.0078125,0.304443359375,1.8125,0.08258056640625,0.11041259765625,0.023162841796875,32766,32766,32766,32766,141,305.0,-0.00826263427734375,RIGHT,DEVANT,LEFT
244,FSM.SEARCH,2.19140625,1.015625,0.307861328125,3.58984375,0.1395263671875,0.05560302734375,0.0206146240234375,32766,32766,32766,32766,113,309.0,-0.0050048828125,RIGHT,DEVANT,LEFT
245,FSM.SEARCH,2.19921875,1.0185546875,0.307861328125,4.52734375,0.1749267578125,0.0352783203125,0.0213623046875,32766,32766,32766,32766,113,314.0,-0.0220794677734375,RIGHT,DEVANT,LEFT
246,FSM.SEARCH,2.205078125,1.0224609375,0.310791015625,5.55859375,0.203125,0.01983642578125,0.01488494873046875,32766,32766,32766,32766,119,314.0,-0.0126800537109375,RIGHT,DEVANT,LEFT
247,FSM.SEARCH,2.224609375,1.0224609375,0.31005859375,7.59765625,0.2496337890625,-0.01361846923828125,-0.0048370361328125,32766,32766,32766,32766,115,311.0,-0.0163116455078125,RIGHT,DEVANT,LEFT
248,FSM.SEARCH,2.240234375,1.0224609375,0.3095703125,8.4140625,0.271484375,-0.021331787109375,-0.020111083984375,32766,32766,32766,32766,115,307.0,-0.0251312255859375,RIGHT,DEVANT,LEFT
249,FSM.SEARCH,2.25,1.021484375,0.307373046875,9.046875,0.273193359375,-0.03240966796875,-0.0278167724609375,32766,32766,32766,32766,123,307.0,-0.00173187255859375,RIGHT,DEVANT,LEFT
250,FSM.SEARCH,2.275390625,1.0185546875,0.30517578125,9.9140625,0.261962890625,-0.03656005859375,-0.0318603515625,32766,1351,32766,32766,141,306.0,-0.005847930908203125,RIGHT,DEVANT,LEFT
251,FSM.SEARCH,2.28515625,1.0185546875,0.302490234375,10.21875,0.2435302734375,-0.03546142578125,-0.0361328125,32766,1351,32766,32766,141,303.0,-0.001964569091796875,RIGHT,DEVANT,LEFT
252,FSM.SEARCH,2.296875,1.0166015625,0.301025390625,10.4765625,0.2283935546875,-0.033111572265625,-0.034088134765625,32766,1386,32766,32766,143,303.0,0.0160980224609375,RIGHT,DEVANT,LEFT
253,FSM.SEARCH,2.31640625,1.015625,0.2958984375,10.5703125,0.17626953125,-0.0302734375,-0.037506103515625,32766,1398,32766,32766,153,298.0,0.011474609375,RIGHT,DEVANT,LEFT
254,FSM.SEARCH,2.326171875,1.0146484375,0.29296875,10.5078125,0.1591796875,-0.028289794921875,-0.035614013671875,32766,1398,32766,32766,153,291.0,0.023468017578125,RIGHT,DEVANT,LEFT
255,FSM.SEARCH,2.328125,1.01171875,0.29052734375,10.2578125,0.151123046875,-0.0308074951171875,-0.0276947021484375,32766,1418,32766,32766,162,291.0,0.0184326171875,RIGHT,DEVANT,LEFT
256,FSM.SEARCH,2.337890625,1.0107421875,0.290771484375,9.8828125,0.1737060546875,-0.026641845703125,-0.01392364501953125,32766,1418,32766,32766,162,291.0,0.0200958251953125,RIGHT,DEVANT,LEFT
257,FSM.SEARCH,2.34765625,1.0087890625,0.2900390625,9.3125,0.202392578125,-0.0274505615234375,-0.00970458984375,32766,1429,32766,32766,162,291.0,0.00908660888671875,RIGHT,DEVANT,LEFT
258,FSM.SEARCH,2.373046875,1.0068359375,0.288818359375,7.7734375,0.26123046875,-0.03070068359375,-0.005947113037109375,32766,1446,32766,32766,162,290.0,0.01511383056640625,RIGHT,DEVANT,LEFT
259,FSM.SEARCH,2.3828125,1.0048828125,0.287109375,6.8515625,0.271484375,-0.034454345703125,-0.006591796875,32766,1446,32766,32766,162,288.0,0.0172882080078125,RIGHT,DEVANT,LEFT
260,FSM.SEARCH,2.41796875,0.99853515625,0.28564453125,3.814453125,0.262939453125,-0.0276031494140625,0.0018243789672851562,32766,1510,32766,32766,153,284.0,0.0010986328125,RIGHT,DEVANT,LEFT
261,FSM.SEARCH,2.46875,0.99658203125,0.288818359375,-0.0233917236328125,0.1651611328125,-0.01336669921875,0.0144195556640625,32766,32766,32766,32766,156,289.0,-0.00626373291015625,LEFT,DEVANT,LEFT
262,FSM.SEARCH,2.478515625,0.994140625,0.28955078125,-0.93798828125,0.15234375,-0.0150909423828125,0.01421356201171875,32766,32766,32766,32766,165,289.0,0.012725830078125,LEFT,DEVANT,LEFT
263,FSM.SEARCH,2.486328125,0.99755859375,0.28955078125,-1.9853515625,0.1588134765625,-0.004756927490234375,0.01837158203125,32766,32766,32766,32766,165,292.0,-0.00044608116149902344,LEFT,DEVANT,LEFT
264,FSM.SEARCH,2.4921875,0.99560546875,0.291259765625,-3.1328125,0.17578125,-0.0085296630859375,0.019744873046875,32766,32766,32766,32766,163,292.0,0.0104522705078125,LEFT,DEVANT,LEFT
265,FSM.SEARCH,2.49609375,0.99267578125,0.289794921875,-4.37109375,0.18994140625,-0.010284423828125,0.006999969482421875,32766,32766,32766,32766,163,288.0,-0.0030879974365234375,LEFT,DEVANT,LEFT
266,FSM.SEARCH,2.521484375,0.99365234375,0.28955078125,-6.84765625,0.25537109375,-0.0022983551025390625,0.00815582275390625,32766,32766,32766,2711,161,289.0,0.004604339599609375,LEFT,DEVANT,LEFT
267,FSM.SEARCH,2.533203125,0.9931640625,0.2900390625,-7.8671875,0.275634765625,-0.0028362274169921875,0.0135498046875,32766,32766,32766,2711,158,289.0,0.01540374755859375,LEFT,DEVANT,LEFT
268,FSM.SEARCH,2.544921875,0.9921875,0.289306640625,-8.8203125,0.283935546875,-0.0015802383422851562,0.0182342529296875,32766,32766,32766,32766,158,290.0,0.0224151611328125,LEFT,DEVANT,LEFT
269,FSM.SEARCH,2.556640625,0.99072265625,0.29052734375,-9.578125,0.28271484375,-0.004627227783203125,0.02349853515625,32766,32766,32766,32766,151,290.0,0.013946533203125,LEFT,DEVANT,LEFT
270,FSM.SEARCH,2.58203125,0.99169921875,0.2958984375,-10.0625,0.271484375,-0.0034923553466796875,0.04168701171875,675,504,32766,32766,144,294.0,0.0013227462768554688,LEFT,DEVANT,LEFT
271,FSM.SEARCH,2.59765625,0.99169921875,0.297119140625,-9.703125,0.2607421875,-0.00127410888671875,0.041473388671875,675,504,32766,32766,144,299.0,-0.00792694091796875,LEFT,DEVANT,LEFT
272,FSM.SEARCH,2.619140625,0.9931640625,0.2998046875,-8.0390625,0.208740234375,0.0063629150390625,0.0261383056640625,652,515,32766,32766,140,299.0,0.001438140869140625,LEFT,DEVANT,LEFT
273,FSM.SEARCH,2.630859375,0.99560546875,0.30029296875,-7.16015625,0.1915283203125,0.01242828369140625,0.0214080810546875,654,516,32766,32766,133,299.0,-0.0004127025604248047,LEFT,DEVANT,LEFT
274,FSM.SEARCH,2.638671875,0.99755859375,0.300537109375,-6.39453125,0.1875,0.018035888671875,0.01873779296875,654,516,32766,32766,133,299.0,0.002880096435546875,LEFT,DEVANT,LEFT
275,FSM.SEARCH,2.6484375,0.99658203125,0.30078125,-5.6328125,0.196533203125,0.01910400390625,0.016693115234375,32766,524,32766,32766,128,299.0,0.01450347900390625,LEFT,DEVANT,LEFT
276,FSM.SEARCH,2.662109375,1.0029296875,0.300537109375,-4.60546875,0.2266845703125,0.03411865234375,0.0173797607421875,32766,524,32766,32766,128,294.0,0.0149383544921875,LEFT,DEVANT,LEFT
277,FSM.SEARCH,2.671875,1.00390625,0.29833984375,-3.46484375,0.2349853515625,0.033111572265625,0.00730133056640625,32766,534,32766,32766,121,294.0,-0.01309967041015625,LEFT,DEVANT,LEFT
278,FSM.SEARCH,2.6953125,1.0078125,0.30078125,-1.3134765625,0.25732421875,0.0281219482421875,0.0165557861328125,32766,547,32766,2219,119,301.0,-0.000789642333984375,LEFT,DEVANT,LEFT
279,FSM.SEARCH,2.70703125,1.0087890625,0.30126953125,-0.37939453125,0.25146484375,0.022247314453125,0.0149383544921875,32766,547,32766,32766,119,303.0,-0.0113067626953125,LEFT,DEVANT,LEFT
280,FSM.SEARCH,2.732421875,1.009765625,0.30322265625,1.251953125,0.2398681640625,0.007602691650390625,0.016998291015625,32766,565,32766,32766,117,303.0,-0.0016012191772460938,RIGHT,DEVANT,LEFT
281,FSM.SEARCH,2.783203125,1.01171875,0.3076171875,2.923828125,0.184814453125,0.0014600753784179688,0.01329803466796875,32766,32766,32766,32766,108,307.0,-0.01995849609375,RIGHT,DEVANT,LEFT
282,FSM.SEARCH,2.79296875,1.01171875,0.307861328125,2.97265625,0.1641845703125,0.0012445449829101562,0.00846099853515625,32766,32766,32766,32766,110,307.0,-0.007160186767578125,RIGHT,DEVANT,LEFT
283,FSM.SEARCH,2.80078125,1.0146484375,0.30859375,3.0234375,0.15576171875,0.006134033203125,0.01494598388671875,32766,32766,32766,32766,110,313.0,-0.01285552978515625,RIGHT,DEVANT,LEFT
284,FSM.SEARCH,2.818359375,1.017578125,0.30908203125,3.21875,0.1962890625,0.0022830963134765625,-0.0028896331787109375,32766,32766,32766,32766,105,310.0,-0.01067352294921875,RIGHT,DEVANT,LEFT
285,FSM.SEARCH,2.830078125,1.0166015625,0.30908203125,3.173828125,0.218017578125,-0.00833892822265625,-0.0092926025390625,32766,32766,32766,32766,109,310.0,-0.0198974609375,RIGHT,DEVANT,LEFT
286,FSM.SEARCH,2.84375,1.015625,0.30810546875,3.2265625,0.242919921875,-0.0200653076171875,-0.0222015380859375,32766,32766,32766,32766,109,309.0,-0.0287628173828125,RIGHT,DEVANT,LEFT
287,FSM.SEARCH,2.857421875,1.0146484375,0.306884765625,3.560546875,0.26171875,-0.03338623046875,-0.0335693359375,32766,32766,32766,32766,105,309.0,-0.01171875,RIGHT,DEVANT,LEFT
288,FSM.SEARCH,2.87109375,1.01171875,0.307861328125,4.296875,0.269287109375,-0.044586181640625,-0.0261077880859375,32766,32766,32766,1589,105,308.0,-0.003368377685546875,RIGHT,DEVANT,LEFT
289,FSM.SEARCH,2.8828125,1.01171875,0.306640625,5.34375,0.265625,-0.046356201171875,-0.027984619140625,32766,32766,32766,1589,100,308.0,0.00885772705078125,RIGHT,DEVANT,LEFT
290,FSM.SEARCH,2.8984375,1.0107421875,0.304443359375,6.5703125,0.25927734375,-0.04833984375,-0.026824951171875,32766,32766,32766,1523,100,306.0,0.01117706298828125,RIGHT,DEVANT,LEFT
291,FSM.SEARCH,2.923828125,1.005859375,0.3017578125,8.984375,0.224365234375,-0.04644775390625,-0.025238037109375,32766,2015,32766,1482,104,302.0,0.0156707763671875,RIGHT,DEVANT,LEFT
292,FSM.SEARCH,2.9375,1.0048828125,0.300537109375,10.1875,0.21240234375,-0.038421630859375,-0.019378662109375,32766,2074,32766,1482,101,302.0,0.01373291015625,RIGHT,DEVANT,LEFT
293,FSM.SEARCH,2.947265625,1.005859375,0.29833984375,11.2890625,0.20654296875,-0.03521728515625,-0.0177459716796875,32766,2074,32766,1471,101,299.0,0.006496429443359375,RIGHT,DEVANT,LEFT
294,FSM.SEARCH,2.970703125,1.005859375,0.297119140625,13.0390625,0.2249755859375,-0.017730712890625,-0.0214996337890625,32766,32766,32766,32766,95,296.0,-0.017242431640625,RIGHT,DEVANT,LEFT
295,FSM.LANDING,2.82421875,1.1708984375,0.0171051025390625,18.140625,-0.43212890625,0.155029296875,0.138916015625,32766,269,32766,0,22,5.0,0.57080078125,RIGHT,DEVANT,LEFT
296,FSM.STOP,2.82421875,1.1708984375,0.0171051025390625,18.140625,-0.43212890625,0.155029296875,0.138916015625,32766,269,32766,0,22,5.0,0.57080078125,RIGHT,DEVANT,LEFT
